panel,curve,t_s_after_0121,value
altitude,barometric,187.095,37019.1214
altitude,barometric,187.716,37022.2222
altitude,barometric,188.337,37026.8734
altitude,barometric,188.958,37031.5245
altitude,barometric,189.579,37034.6253
altitude,barometric,190.200,37039.2765
altitude,barometric,190.820,37040.8269
altitude,barometric,191.441,37043.9276
altitude,barometric,192.062,37047.0284
altitude,barometric,192.683,37050.1292
altitude,barometric,193.304,37054.7804
altitude,barometric,193.925,37057.8811
altitude,barometric,194.545,37060.9819
altitude,barometric,195.166,37064.0827
altitude,barometric,195.787,37067.1835
altitude,barometric,196.408,37070.2842
altitude,barometric,197.029,37073.3850
altitude,barometric,197.650,37074.9354
altitude,barometric,198.271,37078.0362
altitude,barometric,198.891,37078.0362
altitude,barometric,199.512,37078.0362
altitude,barometric,200.133,37076.4858
altitude,barometric,200.754,37074.9354
altitude,barometric,201.375,37071.8346
altitude,barometric,201.996,37064.0827
altitude,barometric,202.616,37058.1026
altitude,barometric,203.237,37057.1059
altitude,barometric,203.858,37058.5456
altitude,barometric,204.479,37059.4315
altitude,barometric,205.100,37054.7804
altitude,barometric,205.721,37053.2300
altitude,barometric,206.341,37067.7003
altitude,barometric,206.962,37113.6951
altitude,barometric,207.583,37146.2532
altitude,barometric,208.204,37168.7339
altitude,barometric,208.825,37133.5828
altitude,barometric,209.446,37095.0904
altitude,barometric,210.067,37065.6331
altitude,barometric,210.687,37065.6331
altitude,barometric,211.308,37105.9432
altitude,barometric,211.929,37135.4005
altitude,barometric,212.550,37161.7571
altitude,barometric,213.171,37172.6098
altitude,barometric,213.792,37166.4083
altitude,barometric,214.412,37152.4548
altitude,barometric,215.033,37143.1525
altitude,barometric,215.654,37144.7028
altitude,barometric,216.275,37146.2532
altitude,barometric,216.896,37138.5013
altitude,barometric,217.517,37144.7028
altitude,barometric,218.137,37144.7028
altitude,barometric,219.379,37157.1059
altitude,barometric,220.000,37171.0594
altitude,barometric,220.621,37186.5633
altitude,barometric,221.242,37203.6176
altitude,barometric,221.863,37233.0749
altitude,barometric,222.483,37241.0484
altitude,barometric,223.104,37242.1949
altitude,barometric,223.725,37279.5866
altitude,barometric,224.346,37281.1370
altitude,barometric,224.967,37291.9897
altitude,barometric,225.588,37302.8424
altitude,barometric,226.208,37303.4387
altitude,barometric,226.829,37302.8424
altitude,barometric,227.450,37310.5943
altitude,barometric,228.071,37310.5943
altitude,barometric,228.692,37322.9974
altitude,barometric,229.313,37338.5013
altitude,barometric,229.933,37350.9044
altitude,barometric,230.554,37361.7571
altitude,barometric,231.175,37364.8579
altitude,barometric,231.796,37375.7106
altitude,barometric,232.417,37383.4625
altitude,barometric,233.038,37400.5168
altitude,barometric,233.659,37411.3695
altitude,barometric,234.279,37419.1214
altitude,barometric,234.900,37426.8734
altitude,barometric,235.521,37436.1757
altitude,barometric,236.142,37436.1757
altitude,barometric,236.763,37426.8734
altitude,barometric,237.384,37425.3230
altitude,barometric,238.004,37426.8734
altitude,barometric,238.625,37433.0749
altitude,barometric,239.246,37433.0749
altitude,barometric,239.867,37429.9742
altitude,barometric,240.488,37406.7183
altitude,barometric,241.109,37392.7649
altitude,barometric,241.729,37385.0129
altitude,barometric,242.350,37380.3618
altitude,barometric,242.971,37374.1602
altitude,barometric,243.592,37363.3075
altitude,barometric,244.213,37355.5556
altitude,barometric,244.834,37347.8036
altitude,barometric,245.455,37344.7028
altitude,barometric,246.075,37341.6021
altitude,barometric,246.696,37338.5013
altitude,barometric,247.317,37330.7494
altitude,barometric,247.938,37322.9974
altitude,barometric,248.559,37319.8966
altitude,barometric,249.800,37291.9897
altitude,barometric,250.421,37281.1370
altitude,barometric,251.042,37268.7339
altitude,barometric,251.663,37259.4315
altitude,barometric,252.284,37251.6796
altitude,barometric,252.905,37243.9276
altitude,barometric,253.525,37234.6253
altitude,barometric,254.146,37226.8734
altitude,barometric,254.767,37219.1214
altitude,barometric,255.388,37214.4703
altitude,barometric,256.009,37211.3695
altitude,barometric,256.630,37208.2687
altitude,barometric,257.251,37203.6176
altitude,barometric,257.871,37197.4160
altitude,barometric,258.492,37185.0129
altitude,barometric,259.113,37174.1602
altitude,barometric,259.734,37164.8579
altitude,barometric,260.355,37157.1059
altitude,barometric,260.976,37149.3540
altitude,barometric,261.596,37143.1525
altitude,barometric,262.217,37140.0517
altitude,barometric,262.838,37135.4005
altitude,barometric,263.459,37129.1990
altitude,barometric,264.080,37122.9974
altitude,barometric,264.701,37119.8966
altitude,barometric,265.322,37115.2455
altitude,barometric,265.942,37110.5943
altitude,barometric,266.563,37102.8424
altitude,barometric,267.184,37089.5533
altitude,barometric,267.805,37082.6873
altitude,barometric,268.426,37070.2842
altitude,barometric,269.047,37060.9819
altitude,barometric,269.667,37053.2300
altitude,barometric,270.288,37043.9276
altitude,barometric,270.909,37037.7261
altitude,barometric,271.530,37031.5245
altitude,barometric,272.151,37026.8734
altitude,barometric,272.772,37023.7726
altitude,barometric,273.392,37014.7804
altitude,barometric,274.013,37011.3695
altitude,barometric,274.634,37004.3928
altitude,barometric,275.255,36996.6408
altitude,barometric,275.876,36991.2145
altitude,barometric,276.497,36985.0129
altitude,barometric,277.118,36981.9121
altitude,barometric,277.738,36978.8114
altitude,barometric,278.359,36975.7106
altitude,barometric,278.980,36974.1602
altitude,barometric,279.601,36974.1602
altitude,barometric,280.222,36972.6098
altitude,barometric,280.843,36972.6098
altitude,barometric,281.463,36969.5090
altitude,barometric,282.084,36967.9587
altitude,barometric,282.705,36964.8579
altitude,barometric,283.326,36964.8579
altitude,barometric,283.947,36961.7571
altitude,barometric,284.568,36961.7571
altitude,barometric,285.188,36964.8579
altitude,barometric,285.809,36966.4083
altitude,barometric,286.430,36969.5090
altitude,barometric,287.051,36974.1602
altitude,barometric,287.672,36980.3618
altitude,barometric,288.293,36985.0129
altitude,barometric,288.914,36989.6641
altitude,barometric,289.534,36989.6641
altitude,barometric,290.155,36992.7649
altitude,barometric,290.776,36992.7649
altitude,barometric,291.397,36994.3152
altitude,barometric,292.018,36995.8656
altitude,barometric,292.639,36995.8656
altitude,barometric,293.259,36997.4160
altitude,barometric,293.880,36997.4160
altitude,barometric,294.501,36997.4160
altitude,inertial_estimate,203.858,37033.0749
altitude,inertial_estimate,204.479,37028.4238
altitude,inertial_estimate,205.100,37024.2894
altitude,inertial_estimate,205.721,37011.6796
altitude,inertial_estimate,206.341,37008.2687
altitude,inertial_estimate,206.962,37006.7183
altitude,inertial_estimate,207.583,37000.5168
altitude,inertial_estimate,208.204,36992.7649
altitude,inertial_estimate,208.825,36989.6641
altitude,inertial_estimate,209.446,36981.3953
altitude,inertial_estimate,210.067,36973.3850
altitude,inertial_estimate,210.687,36969.5090
altitude,inertial_estimate,211.308,36967.9587
altitude,inertial_estimate,211.929,36986.5633
altitude,inertial_estimate,212.550,36990.6977
altitude,inertial_estimate,213.171,36994.3152
altitude,inertial_estimate,213.792,37005.1680
altitude,inertial_estimate,214.412,37005.1680
altitude,inertial_estimate,215.033,37005.1680
altitude,inertial_estimate,215.654,37013.5401
altitude,inertial_estimate,216.275,37019.1214
altitude,inertial_estimate,216.896,37025.3230
altitude,inertial_estimate,217.517,37067.0425
altitude,inertial_estimate,218.137,37077.7977
altitude,inertial_estimate,218.758,37086.0982
altitude,inertial_estimate,219.379,37096.6408
altitude,inertial_estimate,220.000,37106.9767
altitude,inertial_estimate,220.621,37113.6951
altitude,inertial_estimate,221.242,37127.6486
altitude,inertial_estimate,221.863,37133.8501
altitude,inertial_estimate,223.104,37211.3695
altitude,inertial_estimate,223.725,37221.7054
altitude,inertial_estimate,224.346,37241.9343
altitude,inertial_estimate,224.967,37254.3374
altitude,inertial_estimate,225.588,37260.9819
altitude,inertial_estimate,226.208,37264.0827
